images,labels
"[[[ 54 107 130]
  [ 45 100 126]
  [ 51 104 131]
  ..., 
  [177 255 254]
  [179 255 255]
  [181 255 255]]

 [[ 53 102 128]
  [ 51 104 129]
  [ 50 104 127]
  ..., 
  [177 255 254]
  [179 255 255]
  [181 255 255]]

 [[ 58 110 137]
  [ 60 111 138]
  [ 55 109 132]
  ..., 
  [179 254 255]
  [179 255 255]
  [179 255 254]]

 ..., 
 [[ 47  82 126]
  [ 69 107 155]
  [ 55  88 137]
  ..., 
  [ 69 101 146]
  [ 67 100 145]
  [ 72 106 149]]

 [[ 61 101 150]
  [ 55  96 145]
  [ 63 103 152]
  ..., 
  [ 66  99 144]
  [ 74 106 151]
  [ 67 101 144]]

 [[ 67 106 161]
  [ 71 110 163]
  [ 75 117 170]
  ..., 
  [ 72 103 147]
  [ 78 110 154]
  [ 76 110 153]]]",1
"[[[ 52 106 136]
  [ 51 104 130]
  [ 51 105 130]
  ..., 
  [174 254 255]
  [176 255 255]
  [177 255 254]]

 [[ 43  98 125]
  [ 48 103 129]
  [ 49 104 131]
  ..., 
  [175 255 255]
  [176 255 255]
  [177 255 254]]

 [[ 52 108 133]
  [ 55 110 136]
  [ 49 104 131]
  ..., 
  [174 254 255]
  [174 254 254]
  [174 254 253]]

 ..., 
 [[ 62 105 156]
  [ 64 108 158]
  [ 67 111 164]
  ..., 
  [ 76 109 154]
  [ 72 105 149]
  [ 67 101 144]]

 [[ 68 113 164]
  [ 65 109 164]
  [ 62 107 164]
  ..., 
  [ 73 106 151]
  [ 72 104 148]
  [ 76 109 152]]

 [[ 63 105 163]
  [ 71 113 171]
  [ 64 105 164]
  ..., 
  [ 77 108 153]
  [ 72 103 148]
  [ 79 110 155]]]",1
"[[[ 53 107 138]
  [ 55 110 138]
  [ 40  93 120]
  ..., 
  [174 254 255]
  [176 255 255]
  [177 255 254]]

 [[ 48 102 133]
  [ 54 108 138]
  [ 48 100 130]
  ..., 
  [174 254 255]
  [176 255 255]
  [177 255 254]]

 [[ 53 107 138]
  [ 55 110 139]
  [ 59 113 143]
  ..., 
  [174 254 255]
  [174 254 255]
  [174 254 255]]

 ..., 
 [[ 69 112 169]
  [ 65 110 169]
  [ 67 111 170]
  ..., 
  [ 75 110 154]
  [ 77 111 155]
  [ 70 103 148]]

 [[ 66 109 166]
  [ 65 109 168]
  [ 66 108 167]
  ..., 
  [ 72 107 151]
  [ 71 106 150]
  [ 70 105 148]]

 [[ 67 110 167]
  [ 66 110 169]
  [ 62 104 163]
  ..., 
  [ 64  99 143]
  [ 71 106 150]
  [ 71 105 150]]]",1
"[[[ 56 111 141]
  [ 52 108 138]
  [ 46 102 131]
  ..., 
  [175 255 254]
  [175 255 254]
  [175 255 254]]

 [[ 50 103 138]
  [ 54 108 140]
  [ 58 112 140]
  ..., 
  [173 255 255]
  [173 255 255]
  [173 255 255]]

 [[ 73 132 180]
  [ 65 120 161]
  [ 56 111 148]
  ..., 
  [171 252 255]
  [172 253 255]
  [172 254 255]]

 ..., 
 [[ 62 106 160]
  [ 64 110 167]
  [ 58 104 162]
  ..., 
  [ 78 114 154]
  [ 70 105 149]
  [ 74 109 153]]

 [[ 63 106 162]
  [ 51  95 155]
  [ 53  97 158]
  ..., 
  [ 77 113 153]
  [ 71 106 150]
  [ 81 116 160]]

 [[ 57  99 158]
  [ 69 111 171]
  [ 60 100 162]
  ..., 
  [ 68 104 144]
  [ 70 105 149]
  [ 79 114 158]]]",1
"[[[ 56 110 143]
  [ 61 116 148]
  [ 52 109 139]
  ..., 
  [175 255 254]
  [175 255 254]
  [175 255 254]]

 [[ 56 111 149]
  [ 50 106 140]
  [ 54 110 141]
  ..., 
  [173 255 255]
  [173 255 255]
  [173 255 255]]

 [[ 72 145 200]
  [ 71 135 181]
  [ 54 112 144]
  ..., 
  [171 252 255]
  [172 253 255]
  [172 254 255]]

 ..., 
 [[ 72 115 178]
  [ 59 101 164]
  [ 61  98 158]
  ..., 
  [ 76 110 156]
  [ 71 105 151]
  [ 76 110 156]]

 [[ 63 107 168]
  [ 57  98 159]
  [ 50  87 145]
  ..., 
  [ 73 107 153]
  [ 79 113 159]
  [ 67 101 147]]

 [[ 53  95 154]
  [ 56  94 153]
  [ 59  91 149]
  ..., 
  [ 70 104 150]
  [ 72 106 152]
  [ 77 111 157]]]",1
"[[[ 55 109 142]
  [ 51 107 138]
  [ 52 107 138]
  ..., 
  [175 255 254]
  [175 255 254]
  [175 255 254]]

 [[ 52 111 158]
  [ 53 108 144]
  [ 52 107 138]
  ..., 
  [173 255 255]
  [173 255 255]
  [173 255 255]]

 [[ 75 141 202]
  [ 82 151 205]
  [ 58 116 158]
  ..., 
  [171 252 255]
  [172 253 255]
  [172 254 255]]

 ..., 
 [[ 63 103 162]
  [ 59  97 156]
  [ 57  89 148]
  ..., 
  [ 73 108 152]
  [ 66 101 145]
  [ 66 101 145]]

 [[ 52  91 150]
  [ 54  90 149]
  [ 49  81 140]
  ..., 
  [ 75 110 154]
  [ 69 104 148]
  [ 66 101 145]]

 [[ 58  94 154]
  [ 53  88 145]
  [ 45  76 131]
  ..., 
  [ 72 107 151]
  [ 69 104 148]
  [ 74 109 153]]]",1
"[[[ 51 111 153]
  [ 53 109 140]
  [ 53 109 135]
  ..., 
  [175 255 254]
  [175 255 254]
  [175 255 254]]

 [[ 71 139 198]
  [ 78 148 198]
  [ 52 108 144]
  ..., 
  [173 255 255]
  [173 255 255]
  [173 255 255]]

 [[ 71 134 199]
  [ 79 144 202]
  [ 71 138 196]
  ..., 
  [171 252 255]
  [172 253 255]
  [172 254 255]]

 ..., 
 [[ 56  98 157]
  [ 49  88 147]
  [ 51  87 147]
  ..., 
  [ 69 102 147]
  [ 66 100 145]
  [ 67 100 145]]

 [[ 53  93 152]
  [ 55  92 151]
  [ 52  86 145]
  ..., 
  [ 72 105 150]
  [ 66 100 145]
  [ 68 103 147]]

 [[ 54  92 150]
  [ 51  86 143]
  [ 45  75 132]
  ..., 
  [ 73 106 151]
  [ 71 103 148]
  [ 70 103 148]]]",1
"[[[ 71 137 186]
  [ 74 139 193]
  [ 75 136 175]
  ..., 
  [175 255 254]
  [175 255 254]
  [175 255 254]]

 [[ 70 128 186]
  [ 76 137 194]
  [ 72 139 196]
  ..., 
  [173 255 255]
  [173 255 255]
  [173 255 255]]

 [[ 72 127 188]
  [ 62 123 182]
  [ 67 137 191]
  ..., 
  [171 252 255]
  [171 253 255]
  [172 254 255]]

 ..., 
 [[ 70 105 161]
  [ 57  91 144]
  [ 52  83 137]
  ..., 
  [ 75 105 146]
  [ 72 103 145]
  [ 70 102 145]]

 [[ 54  87 146]
  [ 59  92 145]
  [ 49  81 131]
  ..., 
  [ 68 100 141]
  [ 69 101 142]
  [ 77 109 150]]

 [[ 61  95 148]
  [ 52  84 135]
  [ 47  78 129]
  ..., 
  [ 70 102 143]
  [ 70 102 142]
  [ 65  98 137]]]",1
"[[[ 78 134 185]
  [ 80 136 185]
  [ 75 128 177]
  ..., 
  [171 250 253]
  [178 253 255]
  [181 252 254]]

 [[ 62 114 167]
  [ 73 129 183]
  [ 76 136 189]
  ..., 
  [159 228 246]
  [169 239 252]
  [178 247 255]]

 [[ 73 128 185]
  [ 69 127 186]
  [ 73 130 187]
  ..., 
  [142 205 229]
  [148 214 236]
  [157 221 244]]

 ..., 
 [[ 48  83 123]
  [ 57  93 138]
  [ 55  89 135]
  ..., 
  [ 83 107 143]
  [ 79 104 140]
  [ 77 106 140]]

 [[ 43  77 120]
  [ 67 104 150]
  [ 62  95 144]
  ..., 
  [ 74  99 133]
  [ 74  99 136]
  [ 71  99 134]]

 [[ 54  87 132]
  [ 59  95 143]
  [ 67 100 150]
  ..., 
  [ 62  87 121]
  [ 74 100 136]
  [ 77 103 140]]]",1
"[[[ 62 118 142]
  [ 74 122 146]
  [ 62 117 134]
  ..., 
  [162 226 245]
  [159 218 240]
  [165 223 245]]

 [[ 77 140 176]
  [ 70 131 163]
  [ 72 130 158]
  ..., 
  [138 195 225]
  [134 191 217]
  [137 194 220]]

 [[ 79 141 185]
  [ 72 138 184]
  [ 79 147 191]
  ..., 
  [120 175 206]
  [116 172 203]
  [125 182 213]]

 ..., 
 [[ 49  75 116]
  [ 44  68 111]
  [ 56  83 127]
  ..., 
  [ 79  99 134]
  [ 80 106 141]
  [ 84 110 147]]

 [[ 44  70 110]
  [ 46  70 111]
  [ 52  79 122]
  ..., 
  [ 76  98 134]
  [ 72  99 134]
  [ 78 106 138]]

 [[ 52  78 118]
  [ 32  56  96]
  [ 61  89 130]
  ..., 
  [ 70  93 131]
  [ 69  97 131]
  [ 67  95 126]]]",1
"[[[ 54 110 129]
  [ 68 123 143]
  [ 64 117 138]
  ..., 
  [161 227 247]
  [150 214 235]
  [162 220 242]]

 [[ 61 122 154]
  [ 67 127 159]
  [ 63 122 153]
  ..., 
  [133 191 221]
  [133 191 221]
  [130 186 215]]

 [[ 87 149 197]
  [ 81 146 193]
  [ 83 150 197]
  ..., 
  [117 171 204]
  [119 174 206]
  [124 178 211]]

 ..., 
 [[ 57  80 125]
  [ 61  83 128]
  [ 48  71 116]
  ..., 
  [ 83 107 143]
  [ 75 100 137]
  [ 81 107 144]]

 [[ 50  77 121]
  [ 62  86 130]
  [ 44  69 113]
  ..., 
  [ 83 107 143]
  [ 77 102 139]
  [ 83 109 146]]

 [[ 60  87 131]
  [ 53  76 121]
  [ 38  61 106]
  ..., 
  [ 73  97 133]
  [ 76 101 137]
  [ 76 102 139]]]",1
"[[[ 61 118 144]
  [ 61 119 144]
  [ 66 124 146]
  ..., 
  [164 227 251]
  [147 213 239]
  [156 217 244]]

 [[ 63 119 148]
  [ 66 124 150]
  [ 66 123 149]
  ..., 
  [131 192 226]
  [125 188 222]
  [127 184 222]]

 [[ 70 132 171]
  [ 85 148 190]
  [ 89 155 194]
  ..., 
  [119 176 212]
  [116 176 211]
  [119 176 215]]

 ..., 
 [[ 60  93 139]
  [ 63  93 139]
  [ 62  88 134]
  ..., 
  [ 73 100 144]
  [ 70  97 138]
  [ 76 108 151]]

 [[ 59  92 137]
  [ 54  84 129]
  [ 62  88 134]
  ..., 
  [ 76 103 147]
  [ 77 105 144]
  [ 87 119 160]]

 [[ 59  92 137]
  [ 62  92 137]
  [ 54  80 126]
  ..., 
  [ 73  96 141]
  [ 77 103 144]
  [ 75 107 150]]]",1
"[[[ 64 122 150]
  [ 61 120 144]
  [ 62 119 145]
  ..., 
  [150 223 248]
  [147 211 239]
  [145 210 240]]

 [[ 62 119 145]
  [ 65 123 148]
  [ 69 128 154]
  ..., 
  [123 191 227]
  [127 189 225]
  [123 182 221]]

 [[ 61 115 147]
  [ 61 121 145]
  [ 67 126 157]
  ..., 
  [116 176 216]
  [115 172 212]
  [115 174 214]]

 ..., 
 [[ 48  77 122]
  [ 59  92 137]
  [ 52  85 130]
  ..., 
  [ 71 100 144]
  [ 76 106 146]
  [ 77 109 152]]

 [[ 47  76 121]
  [ 48  81 126]
  [ 63  96 141]
  ..., 
  [ 69  95 139]
  [ 73 101 142]
  [ 77 109 150]]

 [[ 51  80 125]
  [ 59  92 137]
  [ 57  90 136]
  ..., 
  [ 70  94 136]
  [ 66  93 133]
  [ 68 100 141]]]",1
"[[[ 69 126 151]
  [ 70 128 152]
  [ 68 125 151]
  ..., 
  [148 219 245]
  [151 219 248]
  [140 205 238]]

 [[ 60 120 144]
  [ 53 113 138]
  [ 71 129 156]
  ..., 
  [132 197 235]
  [125 189 227]
  [124 186 226]]

 [[ 61 122 148]
  [ 70 127 158]
  [ 69 126 158]
  ..., 
  [113 175 216]
  [112 175 214]
  [110 172 213]]

 ..., 
 [[ 51  81 130]
  [ 54  87 133]
  [ 50  83 129]
  ..., 
  [ 73  97 143]
  [ 77 103 148]
  [ 73 104 149]]

 [[ 59  89 138]
  [ 59  93 139]
  [ 58  92 138]
  ..., 
  [ 70  98 143]
  [ 68  97 141]
  [ 67  98 143]]

 [[ 56  86 135]
  [ 63  97 143]
  [ 65  99 145]
  ..., 
  [ 61  93 136]
  [ 66  97 141]
  [ 73 104 149]]]",1
"[[[ 66 123 154]
  [ 67 125 156]
  [ 65 122 153]
  ..., 
  [144 216 240]
  [139 208 242]
  [127 192 229]]

 [[ 63 121 149]
  [ 64 123 153]
  [ 64 124 154]
  ..., 
  [123 189 226]
  [121 185 224]
  [117 179 219]]

 [[ 64 126 150]
  [ 63 124 149]
  [ 67 127 155]
  ..., 
  [111 176 215]
  [112 171 212]
  [112 171 211]]

 ..., 
 [[ 61  95 141]
  [ 62  94 143]
  [ 61  92 143]
  ..., 
  [ 72 100 147]
  [ 71 101 145]
  [ 73 107 150]]

 [[ 64  98 144]
  [ 58  91 139]
  [ 67  98 149]
  ..., 
  [ 74 102 149]
  [ 70  99 145]
  [ 74 106 151]]

 [[ 62  96 142]
  [ 58  91 139]
  [ 65  96 147]
  ..., 
  [ 80 109 154]
  [ 68  97 144]
  [ 72 103 148]]]",1
"[[[ 62 119 144]
  [ 68 125 150]
  [ 65 122 147]
  ..., 
  [144 215 241]
  [138 202 237]
  [127 190 224]]

 [[ 61 118 143]
  [ 65 124 146]
  [ 68 126 152]
  ..., 
  [117 185 222]
  [119 177 217]
  [116 175 211]]

 [[ 65 122 147]
  [ 68 123 155]
  [ 72 132 171]
  ..., 
  [109 171 211]
  [110 169 209]
  [110 170 206]]

 ..., 
 [[ 68 103 147]
  [ 56  90 134]
  [ 58  89 134]
  ..., 
  [ 86 112 154]
  [ 82 106 148]
  [ 77  98 143]]

 [[ 57  92 136]
  [ 51  86 130]
  [ 62  94 139]
  ..., 
  [ 82 111 150]
  [ 67  92 133]
  [ 84 105 150]]

 [[ 61  98 142]
  [ 49  84 128]
  [ 62  95 140]
  ..., 
  [ 78 109 148]
  [ 80 106 147]
  [ 83 104 150]]]",1
"[[[ 59 116 141]
  [ 61 118 144]
  [ 71 123 168]
  ..., 
  [137 207 225]
  [134 200 229]
  [124 183 215]]

 [[ 57 115 142]
  [ 71 125 164]
  [ 64 117 167]
  ..., 
  [122 188 219]
  [115 176 208]
  [114 170 205]]

 [[ 67 125 161]
  [ 85 137 187]
  [ 81 134 185]
  ..., 
  [114 171 202]
  [111 166 199]
  [106 161 194]]

 ..., 
 [[ 60  89 133]
  [ 61  90 132]
  [ 50  79 116]
  ..., 
  [ 86 108 144]
  [ 83 106 147]
  [ 71  98 135]]

 [[ 68  99 139]
  [ 65  92 135]
  [ 53  82 121]
  ..., 
  [ 84 107 142]
  [ 82 108 145]
  [ 75 104 143]]

 [[ 66  95 138]
  [ 61  86 129]
  [ 48  73 115]
  ..., 
  [ 78 102 138]
  [ 71  99 135]
  [ 75 107 143]]]",1
"[[[ 67 123 150]
  [ 64 122 148]
  [ 65 127 150]
  ..., 
  [173 254 255]
  [154 229 246]
  [125 192 223]]

 [[ 64 124 153]
  [ 64 124 155]
  [ 70 129 172]
  ..., 
  [168 248 255]
  [122 189 224]
  [109 170 206]]

 [[ 77 136 175]
  [ 76 132 175]
  [ 79 130 185]
  ..., 
  [127 201 229]
  [104 166 206]
  [104 160 193]]

 ..., 
 [[ 63  90 134]
  [ 66  92 136]
  [ 66  95 135]
  ..., 
  [ 52  73 111]
  [ 69  89 123]
  [ 87 108 145]]

 [[ 72 101 145]
  [ 57  84 128]
  [ 68  96 138]
  ..., 
  [ 54  75 113]
  [ 67  88 122]
  [ 79 103 139]]

 [[ 64  98 141]
  [ 62  94 138]
  [ 53  83 128]
  ..., 
  [ 43  62 104]
  [ 75  98 131]
  [ 77 103 139]]]",1
"[[[ 67 126 154]
  [ 71 131 171]
  [ 79 144 184]
  ..., 
  [181 255 255]
  [175 255 254]
  [161 241 252]]

 [[ 80 144 180]
  [ 94 159 205]
  [ 75 140 194]
  ..., 
  [177 254 255]
  [171 253 255]
  [114 190 218]]

 [[ 90 155 200]
  [ 89 148 198]
  [ 69 127 186]
  ..., 
  [172 253 255]
  [158 238 250]
  [106 171 210]]

 ..., 
 [[ 62  98 146]
  [ 58  94 139]
  [ 59  96 140]
  ..., 
  [ 91 133 176]
  [ 39  67 112]
  [ 83 108 152]]

 [[ 70 106 152]
  [ 72 107 154]
  [ 64 100 148]
  ..., 
  [ 84 124 168]
  [ 27  56 102]
  [ 79 104 147]]

 [[ 81 117 166]
  [ 66  99 146]
  [ 67 100 149]
  ..., 
  [ 90 123 168]
  [ 41  70 116]
  [ 60  85 129]]]",1
"[[[ 73 146 186]
  [ 98 163 216]
  [ 90 149 206]
  ..., 
  [165 232 248]
  [174 255 255]
  [171 252 255]]

 [[ 86 158 212]
  [ 88 149 206]
  [ 85 135 198]
  ..., 
  [151 209 232]
  [174 255 254]
  [134 212 234]]

 [[ 80 144 201]
  [ 76 132 193]
  [ 71 116 183]
  ..., 
  [144 196 227]
  [168 252 255]
  [106 176 217]]

 ..., 
 [[ 60  96 144]
  [ 69 105 151]
  [ 65 101 147]
  ..., 
  [ 82 126 173]
  [ 37  63 114]
  [ 63  91 137]]

 [[ 64 100 148]
  [ 67 103 149]
  [ 54  90 136]
  ..., 
  [ 83 125 172]
  [ 42  69 120]
  [ 57  86 131]]

 [[ 64 100 148]
  [ 71 106 152]
  [ 59  93 139]
  ..., 
  [ 82 122 170]
  [ 47  76 127]
  [ 64  93 137]]]",1
"[[[ 99 166 221]
  [ 83 143 199]
  [ 65 123 179]
  ..., 
  [183 241 255]
  [178 254 255]
  [173 255 255]]

 [[ 88 152 207]
  [ 84 132 193]
  [ 73 119 183]
  ..., 
  [164 221 242]
  [176 254 255]
  [136 214 235]]

 [[ 74 138 193]
  [ 74 118 181]
  [ 65 106 175]
  ..., 
  [152 206 232]
  [171 253 253]
  [107 177 217]]

 ..., 
 [[ 64  99 149]
  [ 65  98 149]
  [ 63  97 143]
  ..., 
  [ 86 128 175]
  [ 32  63 112]
  [ 69  95 141]]

 [[ 65 101 149]
  [ 72 105 154]
  [ 63  97 143]
  ..., 
  [ 84 125 172]
  [ 32  64 113]
  [ 60  86 132]]

 [[ 62  98 144]
  [ 69 103 149]
  [ 56  90 136]
  ..., 
  [ 87 127 175]
  [ 52  85 133]
  [ 59  85 131]]]",1
"[[[ 94 159 209]
  [ 85 143 199]
  [ 79 128 191]
  ..., 
  [147 212 243]
  [185 250 255]
  [179 255 255]]

 [[ 90 151 206]
  [ 84 134 193]
  [ 80 124 188]
  ..., 
  [132 196 227]
  [182 248 255]
  [174 254 255]]

 [[ 83 142 198]
  [ 76 122 181]
  [ 70 108 172]
  ..., 
  [122 183 217]
  [173 239 252]
  [147 223 246]]

 ..., 
 [[ 68 101 151]
  [ 68 101 150]
  [ 55  90 134]
  ..., 
  [ 81 118 162]
  [ 86 122 166]
  [ 46  77 122]]

 [[ 71 104 155]
  [ 63  97 142]
  [ 61  95 141]
  ..., 
  [ 81 119 161]
  [ 77 115 158]
  [ 43  75 120]]

 [[ 66  99 145]
  [ 62  95 141]
  [ 58  91 136]
  ..., 
  [ 79 118 162]
  [ 94 132 176]
  [ 31  64 109]]]",1
"[[[ 91 153 207]
  [ 85 137 195]
  [ 73 119 177]
  ..., 
  [138 197 236]
  [153 207 242]
  [180 253 255]]

 [[ 80 145 200]
  [ 74 124 183]
  [ 73 118 176]
  ..., 
  [126 182 221]
  [142 193 232]
  [178 254 254]]

 [[ 71 123 180]
  [ 72 114 174]
  [ 56  98 157]
  ..., 
  [123 175 216]
  [135 186 225]
  [174 254 255]]

 ..., 
 [[ 67 100 150]
  [ 71 105 154]
  [ 62  91 141]
  ..., 
  [ 87 122 166]
  [ 94 129 174]
  [ 40  68 115]]

 [[ 67 101 147]
  [ 67 100 149]
  [ 56  90 137]
  ..., 
  [ 82 118 162]
  [ 81 117 162]
  [ 33  63 110]]

 [[ 64  98 144]
  [ 62  95 144]
  [ 54  89 133]
  ..., 
  [ 86 123 167]
  [ 87 125 169]
  [ 43  76 121]]]",1
"[[[ 62 113 168]
  [ 45  86 144]
  [ 53  86 146]
  ..., 
  [149 213 244]
  [186 254 255]
  [177 255 253]]

 [[ 52  92 150]
  [ 58  95 153]
  [ 55  86 147]
  ..., 
  [141 199 235]
  [183 250 255]
  [175 255 254]]

 [[ 61 104 161]
  [ 49  85 144]
  [ 52  82 144]
  ..., 
  [128 183 222]
  [177 243 254]
  [156 233 248]]

 ..., 
 [[ 64  97 146]
  [ 59  91 136]
  [ 60  88 135]
  ..., 
  [ 86 121 165]
  [ 41  68 114]
  [ 66  98 141]]

 [[ 62  95 144]
  [ 55  87 135]
  [ 64  95 140]
  ..., 
  [ 85 120 164]
  [ 29  58 104]
  [ 58  88 132]]

 [[ 71 104 151]
  [ 61  94 141]
  [ 56  91 135]
  ..., 
  [ 88 123 167]
  [ 47  78 123]
  [ 64  94 135]]]",1
"[[[ 61  99 158]
  [ 52  86 142]
  [ 54  84 143]
  ..., 
  [147 209 246]
  [185 254 254]
  [177 255 253]]

 [[ 52  90 145]
  [ 60  93 148]
  [ 44  76 135]
  ..., 
  [138 196 230]
  [183 251 255]
  [174 254 253]]

 [[ 56  91 147]
  [ 49  84 139]
  [ 51  83 142]
  ..., 
  [128 183 220]
  [182 252 255]
  [155 231 249]]

 ..., 
 [[ 58  92 138]
  [ 57  90 136]
  [ 53  86 130]
  ..., 
  [ 86 123 167]
  [ 52  75 122]
  [ 74  98 144]]

 [[ 75 109 155]
  [ 62  95 141]
  [ 55  88 133]
  ..., 
  [ 92 127 171]
  [ 41  65 112]
  [ 76 100 146]]

 [[ 76 110 156]
  [ 54  88 133]
  [ 54  87 132]
  ..., 
  [ 86 123 167]
  [ 32  59 104]
  [ 68  92 138]]]",1
"[[[ 61  97 157]
  [ 53  86 148]
  [ 53  84 145]
  ..., 
  [158 215 252]
  [186 252 255]
  [179 255 255]]

 [[ 52  89 149]
  [ 59  89 150]
  [ 52  81 142]
  ..., 
  [138 194 232]
  [182 245 255]
  [178 255 254]]

 [[ 57  88 149]
  [ 64  93 153]
  [ 51  81 140]
  ..., 
  [130 183 225]
  [174 237 250]
  [169 247 255]]

 ..., 
 [[ 64  97 143]
  [ 64  97 142]
  [ 57  90 135]
  ..., 
  [ 89 122 171]
  [ 33  61 110]
  [ 76 104 145]]

 [[ 67 100 146]
  [ 61  94 140]
  [ 61  94 139]
  ..., 
  [ 97 130 179]
  [ 33  63 112]
  [ 70  98 139]]

 [[ 64  97 143]
  [ 60  93 138]
  [ 52  85 130]
  ..., 
  [ 91 124 173]
  [ 48  79 127]
  [ 64  89 131]]]",1
"[[[ 63  96 159]
  [ 61  91 152]
  [ 57  89 148]
  ..., 
  [157 224 249]
  [177 243 254]
  [180 253 255]]

 [[ 56  87 148]
  [ 56  85 145]
  [ 54  83 144]
  ..., 
  [143 207 241]
  [168 230 251]
  [180 254 255]]

 [[ 48  79 140]
  [ 56  85 145]
  [ 52  81 142]
  ..., 
  [134 191 235]
  [158 216 242]
  [180 254 255]]

 ..., 
 [[ 63  96 146]
  [ 62  96 142]
  [ 52  83 128]
  ..., 
  [ 67 100 145]
  [ 55  84 129]
  [ 84 116 159]]

 [[ 60  94 140]
  [ 63  98 142]
  [ 56  87 132]
  ..., 
  [ 74 107 152]
  [ 42  71 116]
  [ 69 100 144]]

 [[ 60  95 139]
  [ 60  93 137]
  [ 42  72 117]
  ..., 
  [ 86 120 166]
  [ 34  64 109]
  [ 59  88 133]]]",1
"[[[ 72 110 182]
  [ 74 110 183]
  [ 80 118 192]
  ..., 
  [164 231 255]
  [185 253 255]
  [182 253 255]]

 [[ 62  98 166]
  [ 75 110 180]
  [ 67  98 173]
  ..., 
  [164 233 253]
  [182 247 255]
  [180 254 255]]

 [[ 57  88 157]
  [ 59  91 161]
  [ 63  95 163]
  ..., 
  [163 231 253]
  [173 236 251]
  [180 254 254]]

 ..., 
 [[ 58  91 137]
  [ 56  90 135]
  [ 57  87 134]
  ..., 
  [ 39  56  69]
  [ 51  67  83]
  [ 37  58  80]]

 [[ 57  90 136]
  [ 56  89 134]
  [ 53  83 130]
  ..., 
  [ 27  54  69]
  [ 29  52  75]
  [ 70  92 124]]

 [[ 61  94 140]
  [ 46  78 123]
  [ 48  78 123]
  ..., 
  [ 65  88 118]
  [ 56  79 117]
  [ 68  94 138]]]",1
"[[[ 85 130 191]
  [ 85 131 193]
  [ 77 123 185]
  ..., 
  [145 197 235]
  [171 227 250]
  [171 234 255]]

 [[ 79 121 184]
  [ 75 115 179]
  [ 72 110 175]
  ..., 
  [137 189 230]
  [152 207 238]
  [158 219 246]]

 [[ 75 111 177]
  [ 67 101 167]
  [ 70 104 170]
  ..., 
  [135 187 228]
  [134 188 224]
  [140 197 228]]

 ..., 
 [[ 71 102 147]
  [ 63  93 141]
  [ 56  83 133]
  ..., 
  [ 70  96 132]
  [ 78 109 147]
  [ 80 113 152]]

 [[ 69  98 143]
  [ 59  86 135]
  [ 54  81 131]
  ..., 
  [ 72 106 149]
  [ 83 116 161]
  [ 87 120 165]]

 [[ 69 100 145]
  [ 66  94 143]
  [ 55  80 130]
  ..., 
  [ 71 108 143]
  [ 83 118 160]
  [ 81 116 159]]]",1
"[[[ 84 138 191]
  [ 80 129 185]
  [ 85 133 192]
  ..., 
  [132 187 226]
  [162 217 246]
  [175 233 254]]

 [[ 73 122 178]
  [ 87 133 196]
  [ 86 131 196]
  ..., 
  [138 193 232]
  [156 210 245]
  [145 199 233]]

 [[ 75 125 183]
  [ 84 124 186]
  [ 74 108 175]
  ..., 
  [130 182 222]
  [127 179 219]
  [131 183 223]]

 ..., 
 [[ 60  91 142]
  [ 67  99 145]
  [ 63  92 137]
  ..., 
  [ 93 125 168]
  [ 80 113 157]
  [ 56  91 134]]

 [[ 70 101 152]
  [ 65  97 143]
  [ 64  93 139]
  ..., 
  [ 80 116 160]
  [ 75 110 155]
  [ 72 107 151]]

 [[ 73 106 156]
  [ 64  95 142]
  [ 63  93 140]
  ..., 
  [ 80 112 161]
  [ 86 119 166]
  [ 86 121 165]]]",1
"[[[ 85 138 198]
  [ 79 124 186]
  [ 79 116 180]
  ..., 
  [156 226 250]
  [175 238 254]
  [182 254 254]]

 [[ 71 109 173]
  [ 68 108 170]
  [ 70 105 168]
  ..., 
  [158 227 253]
  [167 228 251]
  [181 255 255]]

 [[ 74 105 170]
  [ 57  90 152]
  [ 64  97 160]
  ..., 
  [145 211 240]
  [156 215 242]
  [177 251 255]]

 ..., 
 [[ 70 102 155]
  [ 72 102 150]
  [ 56  87 132]
  ..., 
  [ 88 123 167]
  [ 58  91 136]
  [ 81 114 160]]

 [[ 61  94 144]
  [ 65  95 143]
  [ 57  88 133]
  ..., 
  [ 92 127 171]
  [ 44  76 121]
  [ 75 105 152]]

 [[ 65  98 147]
  [ 69  99 147]
  [ 47  78 123]
  ..., 
  [ 91 126 170]
  [ 44  75 120]
  [ 71  99 146]]]",1
"[[[ 91 142 200]
  [ 83 126 192]
  [ 66 108 175]
  ..., 
  [177 255 254]
  [164 237 250]
  [127 195 231]]

 [[ 77 125 187]
  [ 65 108 173]
  [ 64  98 166]
  ..., 
  [176 253 255]
  [129 194 234]
  [114 177 220]]

 [[ 66 113 175]
  [ 64 106 172]
  [ 71 102 171]
  ..., 
  [150 221 247]
  [107 170 214]
  [ 98 157 207]]

 ..., 
 [[ 73 108 152]
  [ 68  98 143]
  [ 53  86 131]
  ..., 
  [ 66  98 141]
  [ 79 115 154]
  [ 89 122 167]]

 [[ 66 108 153]
  [ 75 111 162]
  [ 68 102 148]
  ..., 
  [ 75 106 151]
  [ 80 116 157]
  [ 89 122 167]]

 [[ 65 104 149]
  [ 70 106 154]
  [ 56  89 138]
  ..., 
  [ 48  79 124]
  [ 85 118 162]
  [ 93 128 172]]]",1
